都道府県,Prefecture,センター名,Center Name,"Phone number
電話番号","Supported Languages
対応言語","Open Hours
対応時間","Postal code
郵便番号","Address
住所","Homepage
ホームページ","Comments
コメント"
兵庫県,Hyogo,あかし保健所,Akashi Hokenjo,078-918-5439,Japanese,Weekends 8:55-17:40,650-8583,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
奈良県,Nara,奈良県庁,Nara Kenchou,0742-27-1132,Japanese,"Weekdays 8:30-21:00
Weekends, Holidays 10:00-16:00",630-8501,奈良市登大路町30,http://www.pref.nara.jp/,
和歌山県,Wakayama,和歌山市保健所,Wakayama Shi Hokenjo,090-9870-5112,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,海南保健所,Kainan Hokenjo,073-482-0600,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,岩出保健所,Iwade Hokenjo,0736-61-0020,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,橋本保健所,Hashimoto Hokenjo,0736-42-0491,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,湯浅保健所,Yuasa Hokenjo,0737-64-1291,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,御坊保健所,Gobou Hokenjo,0738-22-3481,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,田辺保健所,Tanabe Hokenjo,0739-26-7933,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,新宮保健所,Shinguu Hokenjo,0735-21-9630,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,新宮保健所串本支所,Shinguu Hokenjo Kushimoto Shisho,0735-72-0525,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
鳥取県,Tottori,鳥取市保健所,Tottori Shi Hokenjo,0857-22-5625,Japanese,Every day 8:30-17:15,680-8570,鳥取県鳥取市東町1丁目220,https://www.pref.tottori.lg.jp/289705.htm,
鳥取県,Tottori,鳥取市保健所,Tottori Shi Hokenjo,0857-22-8111,Japanese,Every day 17:15-8:30,680-8571,鳥取県鳥取市東町1丁目221,https://www.pref.tottori.lg.jp/289705.htm,
鳥取県,Tottori,倉吉保健所,Kurayoshi Hokenjo,0858-23-3135,Japanese,Every day 24 hours,680-8572,鳥取県鳥取市東町1丁目222,https://www.pref.tottori.lg.jp/289705.htm,
鳥取県,Tottori,倉吉保健所,Kurayoshi Hokenjo,0858-23-3136,Japanese,Every day 24 hours,680-8573,鳥取県鳥取市東町1丁目223,https://www.pref.tottori.lg.jp/289705.htm,
鳥取県,Tottori,米子保健所,Yonago Hokenjo,0859-31-0029,Japanese,Every day 24 hours,680-8573,鳥取県鳥取市東町1丁目223,https://www.pref.tottori.lg.jp/289705.htm,
島根県,Shimane,松江市・島根県共同設置松江保健所,Matsue Shi ・ Shimane Ken Kyoudou Secchi Matsue Hokenjo,0852-33-7673,Japanese,Every day 8:30-21:00,690-8501,島根県松江市殿町1番地,https://www.pref.shimane.lg.jp/medical/yakuji/kansensyo/other/topics/bukan2020.html,
島根県,Shimane,雲南保健所,Un'nan Hokenjo,0854-47-7778,Japanese,Every day 8:30-21:00,690-8501,島根県松江市殿町1番地,https://www.pref.shimane.lg.jp/medical/yakuji/kansensyo/other/topics/bukan2020.html,
島根県,Shimane,出雲保健所,Izumo Hokenjo,0853-24-7028,Japanese,Every day 8:30-21:00,690-8501,島根県松江市殿町1番地,https://www.pref.shimane.lg.jp/medical/yakuji/kansensyo/other/topics/bukan2020.html,
島根県,Shimane,県央保健所,Kenoh Hokenjo,0854-84-9812,Japanese,Every day 8:30-21:00,690-8501,島根県松江市殿町1番地,https://www.pref.shimane.lg.jp/medical/yakuji/kansensyo/other/topics/bukan2020.html,
島根県,Shimane,浜田保健所,Hamada Hokenjo,0855-29-5970,Japanese,Every day 8:30-21:00,690-8501,島根県松江市殿町1番地,https://www.pref.shimane.lg.jp/medical/yakuji/kansensyo/other/topics/bukan2020.html,
島根県,Shimane,益田保健所,Masuda Hokenjo,0856-31-9512,Japanese,Every day 8:30-21:00,690-8501,島根県松江市殿町1番地,https://www.pref.shimane.lg.jp/medical/yakuji/kansensyo/other/topics/bukan2020.html,
島根県,Shimane,隠岐保健所,Oki Hokenjo,08512-2-9600,Japanese,Every day 8:30-21:00,690-8501,島根県松江市殿町1番地,https://www.pref.shimane.lg.jp/medical/yakuji/kansensyo/other/topics/bukan2020.html,
岡山県,Okayama,岡山市保健所,Okayama Shi Hokenjo,086-803-1360,Japanese,"Weekdays 9:00-21:00
Weekends 9:00-17:00",700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,倉敷市保健所,Kurashiki Shi Hokenjo,086-434-9819,Japanese,"Weekdays 9:00-21:00
Weekends 9:00-17:00",700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,備前保健所,Bizen Hokenjo,086-272-3934,Japanese,Every day 9:00-17:00,700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,備前保健所東備支所,Bizen Hokenjo,0869-92-5180,Japanese,Every day 9:00-17:00,700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,備中保健所,Bicchuu Hokenjo,086-434-7072,Japanese,Weekdays 9:00-17:00,700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,備中保健所,Bicchuu Hokenjo,086-434-7024,Japanese,"Weekdays 17:00-9:00
Weekends, Holidays 24 hours",700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,備中保健所井笠支所,Bicchuu Hokenjo I Kasa Shisho,0865-69-1675,Japanese,Every day 9:00-17:00,700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,備北保健所,Bihoku Hokenjo,0866-21-2836,Japanese,Every day 9:00-17:00,700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,備北保健所新見支所,Bihoku Hokenjo,0867-72-5691,Japanese,Every day 9:00-17:00,700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,真庭保健所,Maniwa Hokenjo,0867-44-2990,Japanese,Every day 9:00-17:00,700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,美作保健所,Misaku Hokenjo,0868-23-0163,Japanese,Every day 9:00-17:00,700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
岡山県,Okayama,美作保健所勝英支所,Misaku Hokenjo,0868-73-4054,Japanese,Every day 9:00-17:00,700-8570,岡山市北区内山下二丁目4番6号,https://www.pref.okayama.jp/page/648845.html,
広島県,Hiroshima,広島市健康推進課,Hiroshima Shi Kenkou Suishin Ka,082-504-2622,Japanese,Weekdays 8:30-17:00,730-8511,広島県広島市中区基町10-52,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,広島県西部保健所,Hiroshima Ken Seibu Hokenjo,082-513-2567,Japanese,Weekdays 8:30-17:00,730-8512,広島県広島市中区基町10-53,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,広島県西部保健所,Hiroshima Ken Seibu Hokenjo,082-513-2567,Japanese,"Weekdays 17:00-8:30
Weekends, Holidays",730-8513,広島県広島市中区基町10-54,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,広島市中保健センター,Hiroshima Shi Naka Hoken Senta-,082-504-2528,Japanese,Weekdays 8:30-17:00,730-8514,広島県広島市中区基町10-55,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,広島市中保健センター,Hiroshima Shi Naka Hoken Senta-,082-241-4566,Japanese,"Weekdays 17:00-8:30
Weekends, Holidays",730-8523,広島県広島市中区基町10-64,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,広島市東保健センター,Hiroshima Shi Higashi Hoken Senta-,082-568-7729,Japanese,Weekdays 8:30-17:00,730-8515,広島県広島市中区基町10-56,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,広島市南保健センター,Hiroshima Shi Minami Hoken Senta-,082-250-4108,Japanese,Weekdays 8:30-17:00,730-8516,広島県広島市中区基町10-57,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,広島市西保健センター,Hiroshima Shi Nishi Hoken Senta-,082-294-6235,Japanese,Weekdays 8:30-17:00,730-8517,広島県広島市中区基町10-58,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,広島市安佐南保健センター,Hiroshima Shi Asaminami Hoken Senta-,082-831-4942,Japanese,Weekdays 8:30-17:00,730-8518,広島県広島市中区基町10-59,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,広島市安芸保健センター,Hiroshima Shi Aki Hoken Senta-,082-821-2809,Japanese,Weekdays 8:30-17:00,730-8519,広島県広島市中区基町10-60,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,広島市佐伯保健センター,Hiroshima Shi Saiki Hoken Senta-,082-943-9731,Japanese,Weekdays 8:30-17:00,730-8520,広島県広島市中区基町10-61,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,呉市保健所,Kure Shi Hokenjo,082-325-3525,Japanese,Weekdays 8:30-17:00,730-8521,広島県広島市中区基町10-62,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,呉市保健所,Kure Shi Hokenjo,0823-22-5858,Japanese,"Weekdays 17:00-8:30
Weekends, Holidays",730-8522,広島県広島市中区基町10-63,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
広島県,Hiroshima,福山市保健所,Fukuyama Shi Hokenjo,084-928-1350,Japanese,Every day 24 hours,730-8522,広島県広島市中区基町10-63,https://www.pref.hiroshima.lg.jp/soshiki/57/bukan-coronavirus.html,
山口県,Yamaguchi,岩国健康福祉センター,Iwakuni Kenkou Fukushi Senta-,0827-29-1523,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",740-0016,山口県岩国市三笠町1丁目1-1,https://www.pref.yamaguchi.lg.jp/cms/a15200/kansensyou/ncorona.html,
山口県,Yamaguchi,柳井健康福祉センター,Yanai Kenkou Fukushi Senta-,0820-22-3631,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",740-0017,山口県岩国市三笠町1丁目1-2,https://www.pref.yamaguchi.lg.jp/cms/a15200/kansensyou/ncorona.html,
山口県,Yamaguchi,周南健康福祉センター,Shuunan Kenkou Fukushi Senta-,0834-33-6423,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",740-0018,山口県岩国市三笠町1丁目1-3,https://www.pref.yamaguchi.lg.jp/cms/a15200/kansensyou/ncorona.html,
山口県,Yamaguchi,山口健康福祉センター,Yamaguchi Kenkou Fukushi Senta-,083-934-2533,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",740-0019,山口県岩国市三笠町1丁目1-4,https://www.pref.yamaguchi.lg.jp/cms/a15200/kansensyou/ncorona.html,
山口県,Yamaguchi,山口健康福祉センター防府支所,Yamaguchi Kenkou Fukushi Senta-,0835-22-3740,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",740-0020,山口県岩国市三笠町1丁目1-5,https://www.pref.yamaguchi.lg.jp/cms/a15200/kansensyou/ncorona.html,
山口県,Yamaguchi,宇部健康福祉センター,Ube Kenkou Fukushi Senta-,0836-31-3203,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",740-0021,山口県岩国市三笠町1丁目1-6,https://www.pref.yamaguchi.lg.jp/cms/a15200/kansensyou/ncorona.html,
山口県,Yamaguchi,長門健康福祉センター,Nagato Kenkou Fukushi Senta-,0837-22-2811,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",740-0022,山口県岩国市三笠町1丁目1-7,https://www.pref.yamaguchi.lg.jp/cms/a15200/kansensyou/ncorona.html,
山口県,Yamaguchi,萩健康福祉センター,Hagi Kenkou Fukushi Senta-,0838-25-2667,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",740-0023,山口県岩国市三笠町1丁目1-8,https://www.pref.yamaguchi.lg.jp/cms/a15200/kansensyou/ncorona.html,
山口県,Yamaguchi,下関市立下関保健所,Shimonoseki Shiritsu Shimonoseki Hokenjo,083-250-7778,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",740-0024,山口県岩国市三笠町1丁目1-9,https://www.pref.yamaguchi.lg.jp/cms/a15200/kansensyou/ncorona.html,
徳島県,Tokushima,徳島保健所,Tokushima Hokenjo,088-602-8907,Japanese,"Weekdays 8:30-17:00
Emergencies only after hours",770-8570,徳島県徳島市万代町1丁目1番地,https://www.pref.tokushima.lg.jp/ippannokata/kenko/kansensho/5034012,
徳島県,Tokushima,吉野川保健所,Yoshinogawa Hokenjo,0883-36-9018,Japanese,"Weekdays 8:30-17:00
Emergencies only after hours",770-8571,徳島県徳島市万代町1丁目1番地,https://www.pref.tokushima.lg.jp/ippannokata/kenko/kansensho/5034013,
徳島県,Tokushima,阿南保健所,Anan Hokenjo,0884-28-9874,Japanese,"Weekdays 8:30-17:00
Emergencies only after hours",770-8572,徳島県徳島市万代町1丁目1番地,https://www.pref.tokushima.lg.jp/ippannokata/kenko/kansensho/5034014,
徳島県,Tokushima,美波保健所,Minami Hokenjo,0884-74-7373,Japanese,"Weekdays 8:30-17:00
Emergencies only after hours",770-8573,徳島県徳島市万代町1丁目1番地,https://www.pref.tokushima.lg.jp/ippannokata/kenko/kansensho/5034015,
徳島県,Tokushima,美馬保健所,Mima Hokenjo,0883-52-1016,Japanese,"Weekdays 8:30-17:00
Emergencies only after hours",770-8574,徳島県徳島市万代町1丁目1番地,https://www.pref.tokushima.lg.jp/ippannokata/kenko/kansensho/5034016,
徳島県,Tokushima,三好保健所,Miyoshi Hokenjo,0883-72-1123,Japanese,"Weekdays 8:30-17:00
Emergencies only after hours",770-8575,徳島県徳島市万代町1丁目1番地,https://www.pref.tokushima.lg.jp/ippannokata/kenko/kansensho/5034017,
香川県,Kagawa,高松市保健所,Takamatsu Shi Hokenjo,087-839-2870,Japanese,"Weekdays 8:30-17:15
Emergencies only after hours",760-8570,香川県高松市番町四丁目1番10号,https://www.pref.kagawa.lg.jp/content/etc/subsite/kansenshoujouhou/kansen/sr5cfn200127213457.shtml,
香川県,Kagawa,小豆保健所,Shouzu Hokenjo,0879-62-1373,Japanese,"Weekdays 8:30-17:15
Emergencies only after hours",760-8570,香川県高松市番町四丁目1番10号,https://www.pref.kagawa.lg.jp/content/etc/subsite/kansenshoujouhou/kansen/sr5cfn200127213457.shtml,
香川県,Kagawa,東讃保健所,Tousan Hokenjo,0879-29-8261,Japanese,"Weekdays 8:30-17:15
Emergencies only after hours",760-8570,香川県高松市番町四丁目1番10号,https://www.pref.kagawa.lg.jp/content/etc/subsite/kansenshoujouhou/kansen/sr5cfn200127213457.shtml,
香川県,Kagawa,中讃保健所,Nakasan Hokenjo,0877-24-9962,Japanese,"Weekdays 8:30-17:15
Emergencies only after hours",760-8570,香川県高松市番町四丁目1番10号,https://www.pref.kagawa.lg.jp/content/etc/subsite/kansenshoujouhou/kansen/sr5cfn200127213457.shtml,
香川県,Kagawa,西讃保健所,Nishisan Hokenjo,0875-25-2052,Japanese,"Weekdays 8:30-17:15
Emergencies only after hours",760-8570,香川県高松市番町四丁目1番10号,https://www.pref.kagawa.lg.jp/content/etc/subsite/kansenshoujouhou/kansen/sr5cfn200127213457.shtml,
愛媛県,Ehime,愛媛県帰国者・接触者相談センター,Ehime Ken Kikoku Sha ・Sesshoku Sha Soudan Senta-,089-909-3483,Japanese,Every day 24 hours,790-8570,松山市一番町4-4-2,https://www.pref.ehime.jp/h25500/kansen/covid19.html#kikokusyasenta-,
高知県,Kochi,新型コロナウイルス健康相談センター,Shingata Korona Uirusu Kenkou Soudan Senta-,088-823-9300,Japanese,Every day 9:00-21:00,780-8570,高知県高知市丸ノ内1丁目2番20号,https://www.pref.kochi.lg.jp/soshiki/130401/2020020300117.html,
高知県,Kochi,新型コロナウイルス健康相談センター(夜間・高知市),Shingata Korona Uirusu Kenkou Soudan Senta (Kochi shi),099-822-0577,Japanese,"Weekdays 21:00-9:00
Weekends, Holidays",780-8571,高知県高知市丸ノ内1丁目2番20号,https://www.pref.kochi.lg.jp/soshiki/130401/2020020300117.html,
高知県,Kochi,新型コロナウイルス健康相談センター(夜間・高知市以外),Shingata Korona Uirusu Kenkou Soudan Senta (Without Kochi shi),088-823-1111,Japanese,"Weekdays 21:00-9:00
Weekends, Holidays",780-8572,高知県高知市丸ノ内1丁目2番20号,https://www.pref.kochi.lg.jp/soshiki/130401/2020020300117.html,
福岡県,Fukuoka,筑紫保健福祉環境事務所,Tsukushi Hoken Fukushi Kankyou Jimusho,092-707-0524,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,粕屋保健福祉事務所,Kasuya Hoken Fukushi Jimusho,092-939-1746,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,糸島保健福祉事務所,Itoshima Hoken Fukushi Jimusho,092-322-5579,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,宗像・遠賀保健福祉環境事務所,Munakata ・Onga Hoken Fukushi Kankyou Jimusho,0940-36-6098,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,嘉穂・鞍手保健福祉環境事務所,Kaho ・Kurate Hoken Fukushi Kankyou Jimusho,0948-21-4972,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,田川保健福祉事務所,Tagawa Hoken Fukushi Jimusho,0947-42-9379,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,北筑後保健福祉環境事務所,Kita Chikugo Hoken Fukushi Kankyou Jimusho,0946-22-9886,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,南筑後保健福祉環境事務所,Minami Chikugo Hoken Fukushi Kankyou Jimusho,0944-68-5224,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,京築保健福祉環境事務所,Kyou Chiku Hoken Fukushi Kankyou Jimusho,0930-23-3935,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,"福岡県保健所夜間休日
 緊急連絡番号",Fukuoka ken Hokenjo Yakan Kyuujitsu Kinkyuu Renraku Bangou,092-471-0264,Japanese,"Weekdays 17:00-9:00
Weekends, Holidays",812-8578,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,北九州市新型コロナウイルス専用ダイヤル,Kitakyuushuu Shi Shingata Korona Uirusu Sen'you Daiyaru,093-522-8745,Japanese,Every day 24 hours,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,福岡市東区保健福祉センター,Fukuoka Shi Higashi Ku Hoken Fukushi Senta-,092-645-1078,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,福岡市博多区保健福祉センター,Fukuoka Shi Hakata Ku Hoken Fukushi Senta-,092-419-1091,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,福岡市中央区保健福祉センター,Fukuoka Shi Chuuou Ku Hoken Fukushi Senta-,092-761-7340,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,福岡市南区保健福祉センター,Fukuoka Shi Minami Ku Hoken Fukushi Senta-,092-559-5116,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,福岡市城南区保健福祉センター,Fukuoka Shi Jounan Ku Hoken Fukushi Senta-,092-831-4261,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,福岡市早良区保健福祉センター,Fukuoka Shi Sawara Ku Hoken Fukushi Senta-,092-851-6012,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,福岡市西区保健福祉センター,Fukuoka Shi Nishi Ku Hoken Fukushi Senta-,092-895-7073,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,"福岡県保健所夜間休日
 緊急連絡番号",Fukuoka ken Hokenjo Yakan Kyuujitsu Kinkyuu Renraku Bangou,092-711-4126,Japanese,"Weekdays 17:00-9:00
Weekends, Holidays",812-8578,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,久留米市新型コロナウイルス相談センタ,Kurume Shi Shingata Korona Uirusu Soudan Senta,0942-30-9335,Japanese,Weekdays 9:00-17:00,812-8577,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
福岡県,Fukuoka,久留米市新型コロナウイルス相談センタ,Kurume Shi Shingata Korona Uirusu Soudan Senta,0942-30-9335,Japanese,"Weekdays 17:00-9:00
Weekends, Holidays",812-8578,福岡県福岡市博多区東公園7番7号,https://www.pref.fukuoka.lg.jp/contents/covid-19-portal.html,
佐賀県,Saga,佐賀中部保健福祉事務所,Saga Chuubu Hoken Fukushi Jimusho,0952-30-3622,Japanese,"Weekdays 8:30-17:15
Emergencies only after hours",840-8570,佐賀市城内1丁目1-59,https://www.pref.saga.lg.jp/kiji00373208/index.html,
佐賀県,Saga,鳥栖保健福祉事務所,Tosu Hoken Fukushi Jimusho,0942-83-2161,Japanese,"Weekdays 8:30-17:15
Emergencies only after hours",840-8571,佐賀市城内1丁目1-60,https://www.pref.saga.lg.jp/kiji00373208/index.html,
佐賀県,Saga,唐津保健福祉事務所,Karatsu Hoken Fukushi Jimusho,0955-73-4186,Japanese,"Weekdays 8:30-17:15
Emergencies only after hours",840-8572,佐賀市城内1丁目1-61,https://www.pref.saga.lg.jp/kiji00373208/index.html,
佐賀県,Saga,伊万里保健福祉事務所,Imari Hoken Fukushi Jimusho,0955-23-2101,Japanese,"Weekdays 8:30-17:15
Emergencies only after hours",840-8573,佐賀市城内1丁目1-62,https://www.pref.saga.lg.jp/kiji00373208/index.html,
佐賀県,Saga,杵藤保健福祉事務所,Kitou Hoken Fukushi Jimusho,0954-22-2104,Japanese,"Weekdays 8:30-17:15
Emergencies only after hours",840-8574,佐賀市城内1丁目1-63,https://www.pref.saga.lg.jp/kiji00373208/index.html,
長崎県,Nagasaki,長崎市保健所,Nagasaki Shi Hokenjo,095-801-1712,Japanese,Every day 9:00-17:30,850-8570,長崎市尾上町3-1,https://www.pref.nagasaki.jp/bunrui/hukushi-hoken/kansensho/corona_nagasaki/corona_nagasaki_shousai/#gaikokugo,
長崎県,Nagasaki,西彼保健所,Seihi Hokenjo,095-856-5059,Japanese,Weekdays 9:00-17:30,850-8571,長崎市尾上町3-2,https://www.pref.nagasaki.jp/bunrui/hukushi-hoken/kansensho/corona_nagasaki/corona_nagasaki_shousai/#gaikokugo,
長崎県,Nagasaki,県央保健所,Kenoh Hokenjo,0957-26-3306,Japanese,Weekdays 9:00-17:30,850-8572,長崎市尾上町3-3,https://www.pref.nagasaki.jp/bunrui/hukushi-hoken/kansensho/corona_nagasaki/corona_nagasaki_shousai/#gaikokugo,
長崎県,Nagasaki,県南保健所,Ken'nan Hokenjo,0957-62-3289,Japanese,Weekdays 9:00-17:30,850-8573,長崎市尾上町3-4,https://www.pref.nagasaki.jp/bunrui/hukushi-hoken/kansensho/corona_nagasaki/corona_nagasaki_shousai/#gaikokugo,
長崎県,Nagasaki,県北保健所,Ken Hoku Hokenjo,0950-57-3933,Japanese,Weekdays 9:00-17:30,850-8574,長崎市尾上町3-5,https://www.pref.nagasaki.jp/bunrui/hukushi-hoken/kansensho/corona_nagasaki/corona_nagasaki_shousai/#gaikokugo,
長崎県,Nagasaki,五島保健所,Gotou Hokenjo,0959-72-3125,Japanese,Weekdays 9:00-17:30,850-8575,長崎市尾上町3-6,https://www.pref.nagasaki.jp/bunrui/hukushi-hoken/kansensho/corona_nagasaki/corona_nagasaki_shousai/#gaikokugo,
長崎県,Nagasaki,上五島保健所,Kamigotou Hokenjo,0959-42-1121,Japanese,Weekdays 9:00-17:30,850-8576,長崎市尾上町3-7,https://www.pref.nagasaki.jp/bunrui/hukushi-hoken/kansensho/corona_nagasaki/corona_nagasaki_shousai/#gaikokugo,
